Tweets,good,bad
 i'd rather play sims and make everyone be gay :-|,0,1
  i gotta remember that…,0,1
 thank you 🥲,0,1
  i sell them from underneath my trench coat in brooklyn,0,1
mr pizza slice you failed me thank you 🙏,0,1
  i have been guy too; maybe we have all been guy,0,1
 i would like got if it were less rapey and horrible :-|,0,1
 :(,0,1
  and why does the set of happy points in my life have measure zero :-|,0,1
damn understanding more about statistics is like having another sense,1,0
" i found this book helpful being congressive is wonderful and something we can support in all of society

x + y: a mathematician's manifesto for rethinking gender https://tco/hy7pmf9e4y",0,1
 bio-engineered virus,1,0
and combine w/reading more of the alignment problem,0,1
" oh that's easy: i'm not 😅

but i often look like i am because i'm persistent and have lots of mindware installed",0,1
 eventually i was able to do it anywhere and without the sign but the plague turned me into robinson crusoe again 😅,0,1
 and then when they don't follow back i eat a whole bar of chocolate,0,1
  haha excellent,0,1
" ""hey you there i order you to stop organizing in all that orderly order""",0,1
 ah yes: to help make decisions now or when that's not feasible to understand the problem better eg by answering questions like: which are the most important uncertainties how much do they need to be reduced to make a decision possible how much would this reduction cost,0,1
   i think it might be absurdist humor i’m a spewing firehose of absurdity so i sense these things :-|,0,1
" like this: https://tco/9pnhw9xqsy

i've been practicing a lot so i sound kinda better to myself these days",0,1
see what the trojans should've done is gone ahead and put the horse inside the city walls but then filled the city with explosives vacated it and waited for the greeks to enter before detonating,1,0
anti-kyphosis back stretch round 2 ✅,0,1
must remain conscious long enough to complain on twitter,0,1
 the can-good answers are prolly driven by the very good point that our intuitions/feelings can lead us astray and distancing can help us evaluate evidence (though it can also hurt in this endeavor if we're distancing ourselves from our feelings unknowingly or reflexively),0,1
 i applied to talk with someone there; just waiting to hear back :),0,1
  😂,0,1
combined with listening to podcast in latin,0,1
  i'll take the hit i like being agreeable,0,1
 emmy noether :),0,1
 meeooow :d,0,1
  re huel me too but it seems to be helping me with my ibs and to some extent with money so i’m super grateful that it exists 🙏,0,1
" i selected ""friend"" but i do that unless the person or thing in question is trying to eat my face",0,1
"when people offhandedly say things like ""i never date water signs"" i feel like i've been transported to another dimension",1,0
 yeah with the woman i was with we were really good at viewing things from each other's perspectives and it made all the difference,0,1
 i'm not a furry but i've recently decided that i'm a wisp,0,1
it's so weird: sometimes i can't tell whether i'm going to like a thing until i post it let it hang out there for about 10 s,1,0
"i keep feeling like i was made to do something stupendously amazing that no one in this particular universe needs anyone to do

can someone plz point me to the isle of misfit toys",1,0
  to the 1st question: my existence is purely along the imaginary axis :(,0,1
  nah it doesn’t show up in the photo but the rest of my body is a smudgy blur from having been erased and redrawn too many times in a desperate attempt at realism,0,1
 my absurd bangers are all 100% accurate; whatever algorithm they put in place needs to respect this fact,0,1
i wonder what flavor of huel distracts from pain the most,1,0
 pro tip: if u don’t wanna get toothpaste on the mirror don’t brush in front of the mirror,1,0
i am grading but my heart is doing data magicks with pandas,0,1
i'm not talking about swearing i like swearing,0,1
 i got the idea of congressiveness from eugenia cheng :),0,1
  because i don’t have magical thinking at all 😅,0,1
 haha mine too,0,1
  i think some people being confused might be a lesser evil than subjecting everyone to the full brunt of my shitpos- um humor :-|,0,1
 familia romana ørberg,0,1
 i don’t know whether i love that or want to stick with the barbarian assessment 😅,0,1
 yeah that's pretty much what's going on here ha,0,1
https://tco/vqb4rv53ft,0,1
 it's okay we all read about financial derivatives from time to time,0,1
  that's ablobinable,0,1
 done,0,1
sometimes i catch myself writing emails like tweets minimal punctuation no caps,1,0
 like they might as well strap me into the cockpit right now and send me off to mars i'm pretty sure i could take it,0,1
 not sure how integratedly the subjects are taught but it looks pretty good just reading the website,0,1
 y thank u,0,1
 as long as it ain’t heidegger or derrida i’m ok,0,1
dare i ask how long the ea twitter community has been around i wanna know how long i’d been missing out :-|,1,0
 hmm it’s an idea,0,1
 the same stuff i’m already doing but more which consists of so many luck surface area/power law distribution sampling activities that it’s already like having two jobs,0,1
the only romantic relationship i've ever had that was really good and worth it was with another rationalist-type person,1,0
  omg once upon a time i spent so many hours on baldur’s gate and neverwinter nights,1,0
