Number of Likes,Tweets
6,i kinda think i would enjoy sitting in a dim room analyzing the hell out of data and writing recommendations based on the results; that's a thing right they could just slide coffee under the door and check to see if i'm alive from time to time
4,do you ever feel bad about having put something away which you love because it was incurring too much of an opportunity cost relative to other things that are also important to you if so how do you handle it
1,many ppl will be fine applying this idea to themselves but not to others; that seems mistaken
1," alexa is a cooperatebot 

&lt;turns to alexa&gt; ""you would never double-cross me would you alexa""

&lt;alexa laughs awkwardly&gt; ""playing you-would-never-double-cross-me on spotify"""
2, in my case this is an accurate description for how the process works if you add erasing and redrawing until the paper almost has a hole in it
1,  yeah i should’ve worded that better
0," the philosopher in me loves the idea of “epistemic advisor” 😅

i’m thinking to say i’m a decision advisor and on my business card have:

kayla lewis
decision support"
3, or as i'm afraid that it might be
1,  179 one of them is mine
1, i can understand that; i care about my online land too🙏
3," i have journals and journals filled with equations; i look through them and i'm like ""damn respect to whoever the hell this was"""
0, x-risk for linux
2,   one time i accidentally destroyed my pelican blog but after a few live chicken sacrifices to git everything was back to normal 😌
9,damn u status quo bias i'd do something about u but that would require changing something
1, i choose my structuring processes this way: https://tco/13qruu152z
1, quantum many worlds thanos just gives up and plays mario cart
1,"  *an* ea cause :)

especially bad-fighting power couples"
3,i’m a little too caffeinated right now 😅
6,people keep saying not to use the passive voice but it’s liked a lot by me
1," otoh ""bad"" is a word too so i guess no one could have saved me"
1,  thanks i got the congressive/aggressive distinction from here: https://tco/rg5zs8d0rw
9,making a github repo for the all the r and python code i'm about to write (whose projects i will tweet/blog about) in the coming months
1," this is interesting because my vibe is usually more like
https://tco/tzp1mkpcy7"
12,the fact that i can post things about numpy and get likes is pretty based
3, mine not only has that but also eject :)
1, i so agree
1," apparently a scottish guy but i'm pretty sure i didn't know that 

https://tco/22gyzi7s4v"
2, that's okay i'll believe hard enough for both of us
4,i like my coffee black; as black as black can get actually no blacker than that
3,  maybe we should all be doing as much as we can of what stefan schubert does calling out false and improbable claims or for scaredy cats like me supporting those who do that work
4,when i forget how to spell something i blame latin :|
20,"okay i made a dating doc :-|

https://tco/xzetr4uvof"
0," i flipped a coin twice which seems somehow on brand for me 😅

my reasoning was a combination of flat bayesian priors  for unkowns and calculating expected utilities"
0,5/ one of the ways to handle having too many decisions to make is to make higher level decisions about how our lives are structured in a way that eliminates many decisions we would otherwise have to make
1, yeah i got that too twice on my latin account ēheu (alas)
1,"method 1: based on difference between possible choices and ideal

method 2: based on alignment with a direction representing weighted preferences"
1, https://tco/dssgt9n3p7
0, eg as a lesbian it's hard for me to want to be in that boat even if i agree with what's said a lot of the time
3,if i want to do alignment research how important is it to be really good at python so far i've just been running ml algorithms in r
4,my phd advisor once said to me: “nobody’s done anything just look at whatever assumptions people have made and see what happens if you don’t make that assumption”
4, i just became really really really ridiculously good looking 😁
