,Unnamed: 0,Tweets
1934,1934, the grand medieval bestiary (dragonet edition): animals in illuminated manuscripts https://tco/ygtaq2lmgy
2756,2756, yeah with the woman i was with we were really good at viewing things from each other's perspectives and it made all the difference
1879,1879, i am pretty sure i would be a miracle remote employee for someone but i’m not sure who yet: extreme organizational written communication and technical skills systems thinking + decision making under uncertainty great with people
2620,2620,"sometimes the best solution to a problem is just the tired old boring one 

but do i want to use hamiltonian mechanics to solve what to eat for supper yes"
2702,2702,  that was gonna be my answer ha
1065,1065,"i used to get in these terrible fights w/someone in my family and i remember pleading with him ""can't we just do this like something we're trying to find out together you know not defending and attacking"" and his answer was ""no i don't work that way"""
1732,1732,does tweeting a lot eventually turn u into a banger producing machine
2727,2727, this assumes that i would be able to win at all ha
588,588,  oops wrong account
3068,3068,    awesome; i love physics forums
740,740, u could try watching utube and shitposting about galois theory specifically
3912,3912,  i don't wanna do that stuff but maybe i can anger people with puns :-|
2061,2061, right now the turbine would be me hot water would work also caffeine
1229,1229,  haha excellent
3974,3974, my target audience is people trying to do good things and who have a mess on their hands so eas managers in non-profits or companies trying to get environmental initiatives going etc
1450,1450,"1/ so what does someone do for a living who: 

- can unravel anything no matter how many equations it has amost no matter how badly written it may be and explain it to almost anyone but who

- is unwilling to teach even one person who is there to check a box"
1270,1270,   when i think about it maybe it's not quite true: like if i were helping one person i liked a lot or maybe a team of such people that could be pretty satisfying
2379,2379,my students are mostly happy that i'm not trying to kill them and i'm mostly unhappy that i can't be more useful to them than i am
2230,2230, oh if only i did it's just me here on this little boat piled high with things to grade
1600,1600, :(
1658,1658,  somewhere around 2000 hours i was able to write it decently; somewhere around 2500 i could speak it and read it pretty well too
1994,1994, they did bad things lately from a geological perspective :-|
2388,2388, good for cleaning out the sink
1878,1878, pretty sure i could do this if it were agentic/strategic enough
2413,2413, we get used to whatever the status quo is in pyschology they call it the adaptation level phenomenon; it may be one reason that rich people can still be unhappy a partial antidote is reminding ourselves what we’re grateful for every day i try
1999,1999, i’m still pondering how my beauty is worth 25 full ships of ancient greeks
1196,1196, i dunno but i put out an ad on fiverr for the position
3404,3404,the standard example is for a corporation but it can be any system at all viewed organismally
1711,1711, i helped that chicken by working thru a decision tree with her; it really did max her util
1321,1321,in society’s insistence on specialization the idea of transdisciplinarity itself as a discipline often goes unnoticed
1134,1134," that's a lovely idea 😌
just gonna be a tree now"
3433,3433,  fr
3410,3410,i’m kinda surprised how little love network theory is getting huh
213,213, my spoon is python
3922,3922,i walk around carelessly like i don't care what i run into but then at the last moment i avoid disaster with a kind of twisty kung fu dodge :-|
3054,3054,  if you want a dead language to live gotta do it multīs verbīs novissimīs
798,798,  seconded
1462,1462, i know this pain
3107,3107,5/ i suspect that intuition is a sensitive test for dangerous situations but that it is highly unspecific ie that it gives lots of false alarms otoh it can make sense to act as if those alarms were always accurate for safety reasons (see also previous post)
350,350, that’s a cool idea
2743,2743,"  i'm assuming the advice isn't just for men i would have a hard time ""becoming the man that women want"" 😅😅😅"
2674,2674,  i teach course called applied rationality and funny to say there is another one called irrationality ha (someone else teaches that one)
2577,2577,  i dated a platonic form once so beautiful and cold 🥶
2843,2843, i see what you meme (sorry)
3179,3179,some philosophers just keep following me around: descartes hume kant hegel husserl habermas… like what’s up with those guys don’t they have anything better to do
3469,3469, of course hueller made the huel joke i feel like his adventures are cooler than mine especially on his day off
