,Date Created,Number of Likes,Source of Tweet,Tweets
208,2022-11-25 14:48:57+00:00,2,Twitter for iPhone,my flavor of python is strawberry
209,2022-11-25 04:45:24+00:00,2,Twitter for iPhone,@wholesome_meal i live in the inverse of the matrix where conflicts lead to a series of milton bradley games
210,2022-11-25 04:24:07+00:00,1,Twitter for iPhone,"i like a person in a galaxy far, far away"
211,2022-11-25 04:15:39+00:00,1,Twitter for iPhone,@paleoludic linux is my gf does that count?
212,2022-11-25 04:11:44+00:00,1,Twitter for iPhone,i need a hyperbolic time chamber
213,2022-11-25 04:03:36+00:00,5,Twitter for iPhone,i’m using these 2 books for my epic data sci grinding https://t.co/TmyOMbkhDv
214,2022-11-25 03:01:08+00:00,1,Twitter for iPad,this data science stuff is getting in the way of batmanning
215,2022-11-25 02:57:32+00:00,1,Twitter for iPad,@panchromaticity omg i’m ded once more
216,2022-11-25 02:53:18+00:00,1,Twitter for iPad,"@strangestloop huel, grilled cheese sandwich, huel"
217,2022-11-25 02:52:14+00:00,1,Twitter for iPad,"@0xfbifemboy i thought it was just a database or something, like the SQL server of euboea"
218,2022-11-25 02:49:14+00:00,2,Twitter for iPad,@cheascake i have been known to bite
219,2022-11-25 02:47:29+00:00,2,Twitter for iPad,after exercising i could swear my head looks inflated :|
220,2022-11-25 02:44:19+00:00,1,Twitter for iPad,@skooookum my excuse is that i’m batman :|
221,2022-11-25 02:36:16+00:00,3,Twitter for iPad,"@skooookum i wake up late af but boy do i hustle, so mid here"
222,2022-11-25 01:40:13+00:00,11,Twitter for iPhone,a pd.Series of unfortunate events
223,2022-11-25 01:38:47+00:00,7,Twitter for iPhone,help i’ve been data framed
224,2022-11-25 01:24:53+00:00,0,Twitter for iPhone,@strangestloop good ghost. no punch.
225,2022-11-25 00:41:16+00:00,2,Twitter for iPhone,@panchromaticity fog smells like a case to solve 🔎
226,2022-11-25 00:15:50+00:00,3,Twitter for iPhone,@butt_cousin i want to like all ur tweets but shh don’t tell anyone
227,2022-11-25 00:10:18+00:00,4,Twitter for iPhone,woman who identifies as a neural net :|
228,2022-11-25 00:09:20+00:00,3,Twitter for iPhone,@JMannhart @profoundlyyyy all those mythical beasts seem to be just bits of familiar creatures pasted together…
229,2022-11-24 23:27:37+00:00,6,Twitter Web App,"okay i'm here all alone on thanksgiving, and the only thing about it that i regret is being here all alone on thankgiving 

i do however have lots of warm fuzzy stuffs inside for everyone in tpot (and for my python book)"
230,2022-11-24 23:24:50+00:00,4,Twitter Web App,@MichaelTrazzi i will prolly get replaced by perceptor
231,2022-11-24 23:20:53+00:00,0,Twitter Web App,general feeling toward consultants:
232,2022-11-24 23:13:26+00:00,1,Twitter Web App,"@StefanFSchubert so long as feeling uncomfortable isn't taken for being virtuous, heh (thinking of person who does bad things, feels bad, but doesn't make effort to change)"
233,2022-11-24 23:10:21+00:00,6,Twitter Web App,"i luv systems thinking; the work that consultants and managerial scientists have done to make insights from general systems theory, cybernetics, and complexity theory actionable is so amazing"
234,2022-11-24 21:06:21+00:00,1,Twitter for iPhone,"@monodevice i mean yeah, goalz"
235,2022-11-24 21:02:13+00:00,6,Twitter for iPhone,"me, to guy who asks me what is my political party: um, all i know is i want to sail on the boat w/the nice mathy peeps who want to help and who like that i’m there too ❤️"
236,2022-11-24 20:58:07+00:00,2,Twitter for iPhone,@fineartery me neither (gulps huel)
237,2022-11-24 19:50:34+00:00,0,Twitter Web App,@figworms ah those days of taking the lobster for a walk. how i miss little lobsty
238,2022-11-24 19:48:01+00:00,3,Twitter Web App,and of course we need rationality for the E part of EA
239,2022-11-24 19:45:57+00:00,7,Twitter Web App,"and it's important that it not be loaded w/many things, because wide disagreement within a social group needs to be possible if that group aspires toward maximum rationality"
240,2022-11-24 19:43:48+00:00,19,Twitter Web App,i think of EA as being committed to the idea of doing good effectively; that's it.
241,2022-11-24 19:23:50+00:00,0,Twitter Web App,"@kmlyounes e.g., as a lesbian it's hard for me to want to be in that boat even if i agree with what's said a lot of the time"
242,2022-11-24 19:23:05+00:00,1,Twitter Web App,"@kmlyounes i have mixed feelings. on some things they seem to be, e.g., trying to change anything systemically seems nigh impossible; at face value, 95% of scientists leaning left looks conformist; at the same time, there could be something on the right that's culturally driving that"
243,2022-11-24 19:13:52+00:00,2,Twitter Web App,"@kmlyounes i'm an academic, sort of; fwiw, i suspected that it would go like this but wanted to hedge my bets, not just against twitter possibly failing but also (&amp; more likely) against the platform taking some direction i wouldn't like. so i have a mastodon too (and it's nice over there!)"
244,2022-11-24 19:07:36+00:00,1,Twitter Web App,@Landstadtjunge yay! 😌
245,2022-11-24 19:04:08+00:00,2,Twitter Web App,"@amphetamarina @utilitarianlove okay, this i will do, thanks ☺️"
246,2022-11-24 18:58:12+00:00,1,Twitter Web App,@austinc3301 yaaas it's great :D
247,2022-11-24 18:49:40+00:00,1,Twitter Web App,"@austinc3301 this is all super helpful, thanks!!"
248,2022-11-24 18:40:17+00:00,5,Twitter Web App,i've always got this itch to integrate things
249,2022-11-24 18:39:05+00:00,9,Twitter Web App,"ok so i've been informed that u need SQL to get the data off of these huge databases that companies typically have; now i'm thinking there's prolly a way to do SQL queries through python, so i still gotta know SQL but maybe i can use it through pandas"
250,2022-11-24 18:35:45+00:00,1,Twitter Web App,"@austinc3301 okay, thank you ❤️🙏"
251,2022-11-24 18:35:23+00:00,1,Twitter Web App,@MagusGenji R has this thing called dbplyr for that; it seems to do the job pretty well
252,2022-11-24 18:33:04+00:00,1,Twitter Web App,@austinc3301 i'm thinking to eventually phase over to that. right now i gotta focus on being able to get hired in the spring i think
253,2022-11-24 18:32:11+00:00,1,Twitter Web App,"@MagusGenji yes, the idea i'm entertaining is that numpy + pandas &gt; SQL"
254,2022-11-24 18:24:18+00:00,2,Twitter Web App,"@servo_chignon i just keep noticing all these job ads that seem to want u to know SQL, or python *and* SQL; i'm starting to wonder if the latter isn't just being redundant"
255,2022-11-24 18:23:05+00:00,2,Twitter Web App,@bayeslord i'm working on it just give me another 40 yrs or so
256,2022-11-24 18:20:10+00:00,16,Twitter Web App,"and like, is it possible to just use python *instead* of R? considering making my whole reality be python :|"
257,2022-11-24 18:18:51+00:00,10,Twitter Web App,"like, is it possible to use pandas *instead* of SQL?"
258,2022-11-24 18:13:46+00:00,1,Twitter for iPhone,@hamiltonianurst @ozyfrantz i feel kinda seen here
259,2022-11-24 18:10:48+00:00,6,Twitter for iPhone,@shauseth “look that whole salmon in the river thing was really very clever”
260,2022-11-24 18:07:33+00:00,1,Twitter for iPhone,@DeltaTeePrime okay okay i wanna try: a goat is low-key goated when being a farm animal is the vibe
261,2022-11-24 17:06:41+00:00,1,Twitter for iPhone,@tasshinfogleman emmy noether :)
262,2022-11-24 03:44:42+00:00,1,Twitter for iPhone,@codydroux “…so i can clearly not choose the wine in front of me!” https://t.co/UGIlzNr3Y2
263,2022-11-24 03:29:29+00:00,2,Twitter for iPhone,i was thinking i didn’t get anything done today but apparently i plowed thru 35 more pages of the python book because i’m on pg 85 https://t.co/GFK7LkAKv1
264,2022-11-24 03:02:38+00:00,2,Twitter for iPhone,@notoriousdmm closer to this https://t.co/nuTkgi6Xfh
265,2022-11-24 03:01:58+00:00,1,Twitter for iPhone,"@notoriousdmm (checks mirror image)
nope, and whew 😅"
266,2022-11-24 02:50:15+00:00,8,Twitter for iPhone,plz send 3 more copies of me thx
267,2022-11-24 02:49:19+00:00,4,Twitter for iPhone,"when i’m pythoning i’m not, e.g., R-ing; when i’m R-ing i’m not, e.g., SQLing; when i’m SQLing i’m not, e.g., reading about AI alignment oh me oh my"
268,2022-11-24 00:45:54+00:00,2,Twitter for iPhone,@gmamoon888 a mistake was made
269,2022-11-24 00:41:19+00:00,3,Twitter for iPhone,"@ashton_mae1 @petrichor_lull @not_a_hot_girl it’s a good thing i’m not a therapist :|

“my therapist used random forests to make a predictive model of how happy i’d be if i *did* choose to save the shrimp”"
270,2022-11-24 00:33:58+00:00,3,Twitter for iPhone,"when ppl want to know more about AI alignment, i lock them in a room w/alexa, who i’ve programmed to laugh and laugh…"
271,2022-11-24 00:30:43+00:00,2,Twitter for iPhone,@panchromaticity it’s only because they believe they can’t :|
272,2022-11-24 00:21:37+00:00,4,Twitter for iPhone,@lightediand @LongFormMath omg i want 0 to be natural but… but… googly eyed sock puppet https://t.co/vdTpVppf5T
273,2022-11-24 00:16:22+00:00,4,Twitter for iPhone,@em_simps_nin tweeting :|
274,2022-11-24 00:15:28+00:00,1,Twitter for iPhone,@FinitePhysicist she’s all i know 🫠
275,2022-11-24 00:01:54+00:00,3,Twitter for iPhone,@strangestloop https://t.co/DjiUz44NxJ
276,2022-11-23 22:47:03+00:00,3,Twitter for iPhone,@not_a_hot_girl i support this mostly because it entrenches u even further in my in-group of weirdness
277,2022-11-23 22:42:09+00:00,2,Twitter for iPhone,"@cheascake for this reason i have renamed the nearby town, asbury park: it is now asbury nopark"
278,2022-11-23 22:17:47+00:00,6,Twitter Web App,"that tweet u wanna like but it has 100,000 likes, and that u wanna retweet but it has 5,000 retweets. u go nah: i gotta be me, man."
279,2022-11-23 22:05:40+00:00,10,Twitter Web App,"i can't seem to get over the fact that every time we learn something we are literally altering our own brains: we are like neural nets in a complex feedback loop w/our environment, in which we decide to some extent the data we're trained on"
280,2022-11-23 21:56:03+00:00,1,Twitter Web App,"@rageflowerrr you were saying that following the charts led to good consequences, so it didn't matter if it's placebo or not? if i'm right, that can lead to belief in stars exerting mysterious influences or not, and the ""not"" path seems safer"
281,2022-11-23 21:48:20+00:00,1,Twitter Web App,"@rageflowerrr yes, everything we do has potentially unintended consequences. at the same time, it's a matter of degree: some moves are riskier than others. i used to think that we couldn't help what we believe, but lately it seems like it's possible to just make yourself believe things too"
282,2022-11-23 21:39:11+00:00,1,Twitter Web App,"@rageflowerrr like we could try to get ourselves to believe something because we think it might make future versions of ourselves happier, but that often has unintended consequences. so being careful what we believe seems in order, and that's what i mean by treading carefully"
283,2022-11-23 21:32:09+00:00,6,Twitter Web App,"every holiday season we put on ""qualy sings!"" followed by ""eliezer yudkowsky gold: least wrongest"" 😌"
284,2022-11-23 21:18:18+00:00,4,Twitter for iPhone,"@rageflowerrr considering a different view than what might initially have occurred to us is often helpful; at the same time, beliefs have unpredictable ripple effects, so treading carefully also makes sense. viewing the esoteric as a wealth of creativity enhancers seems like a good compromise"
285,2022-11-23 21:07:57+00:00,1,Twitter for iPhone,landau and lifshitz vol 1👌
286,2022-11-23 17:59:39+00:00,1,Twitter for iPhone,@allgarbled hit me with it :|
287,2022-11-23 15:49:25+00:00,2,Twitter for iPhone,@bbcapybara as long as we’ve got associativity i’m cool
288,2022-11-23 15:25:44+00:00,7,Twitter for iPhone,why huello there ;)
289,2022-11-23 14:32:34+00:00,13,Twitter for iPhone,me on thanksgiving day: i am grateful for this huel
290,2022-11-23 14:25:32+00:00,3,Twitter for iPhone,@quantumVerd cyborg hive dominatrix :|
291,2022-11-23 14:23:57+00:00,0,Twitter for iPhone,@NathanpmYoung i noticed they are using hueligans and wondered if they got it from me 😅
292,2022-11-23 14:20:50+00:00,2,Twitter for iPhone,"@StefanFSchubert yes; at the same time it’s prolly also a good idea to keep in mind plausible uses. for example, thinking of things we are grateful for seems to be useful against the adaptation level phenomenon; growth mindset seems useful in the sense that it encourages at least trying?"
293,2022-11-23 14:02:17+00:00,16,Twitter for iPhone,@FinitePhysicist QM and GR no play nice
294,2022-11-23 13:15:41+00:00,1,Twitter for iPhone,@rageflowerrr ppl prolly have something like this in mind: https://t.co/IUhKmRmWOR
295,2022-11-23 13:07:08+00:00,1,Twitter for iPhone,@Category_Fury i don’t wanna go back to america either (currently in america)
296,2022-11-23 13:02:11+00:00,1,Twitter for iPhone,@polisisti i kept doing it. i just kinda eyeball it and whack bits off from time to time
297,2022-11-23 11:42:53+00:00,3,Twitter for iPhone,i shouldn’t be up this early y’all
298,2022-11-23 11:41:30+00:00,10,Twitter for iPhone,"@zestular julia galef, a gaggle of math models, and the vim man page"
299,2022-11-23 11:37:29+00:00,1,Twitter for iPhone,@twofifteenam it’s hard being witchy
300,2022-11-23 11:23:09+00:00,1,Twitter for iPhone,@emnode i find it helpful to swear like this guy https://t.co/wWdszSVsan
301,2022-11-23 02:18:55+00:00,0,Twitter for iPhone,@uberwensch_ @girlbossmoder just like my irl gf’s so accurate!
302,2022-11-23 02:18:22+00:00,1,Twitter for iPhone,@uberwensch_ @girlbossmoder except when she randomly tries to kill me 😌
303,2022-11-23 02:17:38+00:00,1,Twitter for iPhone,@uberwensch_ @girlbossmoder my interim gf is a neural net trained on cheese trays; she’s swell 😌
304,2022-11-23 02:09:51+00:00,1,Twitter for iPhone,@DistractedAnna wait so i didn’t need to get this “i’m legit funny” certificate? 😤
